01:01:02.205,893,332,0,3584,3088,1004,1000,98,1485,13976
01:01:02.255,895,335,0,3583,3088,994,1000,101,1478,14048
01:01:02.305,892,327,0,3583,3088,991,1000,99,1476,13953
01:01:02.355,910,330,0,3584,3087,1001,1000,98,1506,14024
01:01:02.405,893,331,0,3584,3089,992,1000,102,1486,14037
01:01:02.455,914,325,0,3585,3089,1009,1000,103,1471,14008
01:01:02.505,911,328,0,3585,3088,995,1000,97,1525,13996
01:01:02.555,909,326,0,3585,3089,1000,1000,100,1497,13965
01:01:02.605,897,328,0,3585,3089,994,1000,102,1510,13988
01:01:02.655,905,332,0,3584,3089,992,1000,99,1514,14036
01:01:02.705,913,326,0,3586,3089,1003,1000,98,1479,13992
01:01:02.755,914,327,0,3584,3089,991,1000,100,1483,13961
01:01:02.805,897,334,0,3585,3089,997,1000,102,1502,13973
01:01:02.855,891,333,0,3586,3090,999,1000,101,1497,14027
01:01:02.905,891,333,0,3585,3091,992,1000,99,1478,13954
01:01:02.955,911,329,0,3585,3090,1005,1000,100,1506,13980
01:01:03.005,913,331,0,3585,3090,1006,1000,101,1518,14042
01:01:03.055,937,335,5,3585,3092,1006,999,101,1508,14016
01:01:03.105,956,354,10,3586,3092,990,999,101,1507,13954
01:01:03.155,963,363,15,3586,3092,991,998,102,1556,14026
01:01:03.205,1007,363,20,3586,3091,991,997,106,1524,14022
01:01:03.255,1037,376,25,3586,3093,1004,996,104,1569,13991
01:01:03.305,1054,387,30,3586,3093,1005,996,102,1604,13991
01:01:03.355,1067,395,35,3585,3092,991,995,108,1616,14004
01:01:03.405,1101,401,40,3586,3093,986,994,107,1574,13957
01:01:03.455,1130,416,45,3587,3093,996,994,107,1588,13945
01:01:03.505,1167,429,50,3586,3093,994,993,107,1626,14020
01:01:03.555,1190,430,55,3587,3092,998,992,109,1640,14032
01:01:03.605,1192,448,60,3587,3093,989,992,112,1656,13996
01:01:03.655,1225,455,65,3587,3095,990,991,107,1684,13980
01:01:03.705,1263,465,70,3586,3094,998,990,109,1674,13952
01:01:03.755,1276,470,75,3587,3094,995,990,111,1687,13978
01:01:03.805,1311,479,80,3587,3094,987,989,112,1699,14036
01:01:03.855,1319,484,85,3587,3094,978,988,110,1710,13940
01:01:03.905,1366,493,90,3588,3094,986,987,111,1721,14020
01:01:03.955,1387,512,95,3587,3096,995,987,116,1713,13974
01:01:04.005,1423,516,100,3588,3095,993,986,115,1767,13965
01:01:04.055,1427,522,105,3588,3096,984,985,114,1784,13936
01:01:04.105,1474,531,110,3588,3095,979,985,119,1747,13943
01:01:04.155,1501,542,115,3587,3097,976,984,115,1809,13988
01:01:04.205,1501,550,120,3588,3097,992,983,118,1817,14026
01:01:04.255,1540,561,125,3588,3097,991,982,118,1820,13989
01:01:04.305,1558,579,130,3588,3097,984,982,117,1807,14030
01:01:04.355,1599,582,135,3589,3097,984,981,121,1834,14004
01:01:04.405,1606,588,140,3588,3098,971,980,120,1836,13960
01:01:04.455,1640,597,145,3588,3098,977,980,119,1863,13968
01:01:04.505,1656,612,150,3589,3099,986,979,125,1871,14007
01:01:04.555,1694,616,155,3589,3098,977,978,121,1907,13961
01:01:04.605,1729,625,160,3589,3098,983,978,122,1914,13931
01:01:04.655,1749,635,165,3588,3098,967,977,126,1938,13983
01:01:04.705,1774,648,170,3589,3098,973,976,127,1922,13951
01:01:04.755,1794,653,175,3589,3099,964,976,128,1909,14011
01:01:04.805,1812,668,180,3589,3099,983,975,126,1947,13981
01:01:04.855,1836,676,185,3590,3100,963,974,126,1980,13933
01:01:04.905,1869,681,190,3589,3099,976,973,126,1947,13928
01:01:04.955,1894,701,195,3589,3099,970,973,130,1973,13958
01:01:05.005,1930,701,200,3589,3099,978,972,133,2007,13934
01:01:05.055,1931,713,205,3590,3100,962,971,131,1991,13954
01:01:05.105,1972,720,210,3589,3101,967,971,132,2034,13991
01:01:05.155,2010,726,215,3590,3101,973,970,131,2039,13935
01:01:05.205,2027,736,220,3590,3100,973,969,135,2080,13961
01:01:05.255,2050,746,225,3591,3100,961,968,135,2090,13973
01:01:05.305,2079,756,230,3590,3101,959,968,133,2095,13973
01:01:05.355,2108,769,235,3590,3102,972,967,133,2078,13965
01:01:05.405,2133,779,240,3591,3103,967,966,136,2075,13993
01:01:05.455,2157,789,245,3590,3102,964,966,137,2136,13953
01:01:05.505,2187,798,250,3590,3102,964,965,138,2128,13988
01:01:05.555,2209,813,255,3590,3103,958,964,137,2124,13968
01:01:05.605,2231,820,260,3590,3104,969,964,140,2143,13991
01:01:05.655,2242,822,265,3591,3103,963,963,141,2154,13926
01:01:05.705,2288,833,270,3592,3103,959,962,141,2175,13912
01:01:05.755,2308,842,275,3591,3104,953,962,142,2181,13920
01:01:05.805,2323,849,280,3591,3105,953,961,140,2186,13979
01:01:05.855,2343,864,285,3591,3104,954,960,141,2189,13962
01:01:05.905,2373,872,290,3591,3105,947,959,144,2232,13912
01:01:05.955,2395,878,295,3592,3105,950,959,145,2242,13997
01:01:06.005,2441,894,300,3591,3105,953,958,144,2252,13938
01:01:06.055,2448,901,305,3592,3105,944,957,143,2263,13908
01:01:06.105,2467,904,310,3592,3106,955,957,147,2249,13978
01:01:06.155,2517,917,315,3592,3106,953,956,146,2296,13923
01:01:06.205,2538,923,320,3593,3105,955,955,150,2329,13905
01:01:06.255,2544,939,325,3592,3107,951,954,152,2332,13941
01:01:06.305,2569,948,330,3592,3107,950,954,152,2313,13991
01:01:06.355,2620,958,335,3592,3106,959,953,153,2350,13944
01:01:06.405,2644,965,340,3592,3106,954,952,151,2348,13942
01:01:06.455,2667,978,345,3593,3108,956,952,154,2351,13939
01:01:06.505,2691,981,350,3593,3107,944,951,151,2396,13918
01:01:06.555,2698,993,355,3593,3107,946,950,154,2385,13933
01:01:06.605,2747,1000,360,3593,3109,940,950,156,2371,13955
01:01:06.655,2756,1017,365,3593,3107,954,949,152,2439,13934
01:01:06.705,2783,1026,370,3594,3108,950,948,154,2438,13928
01:01:06.755,2822,1036,375,3593,3108,947,948,158,2450,13968
01:01:06.805,2826,1039,380,3592,3108,944,947,156,2453,13901
01:01:06.855,2858,1052,385,3594,3110,942,946,155,2482,13948
01:01:06.905,2888,1061,390,3593,3110,943,945,160,2474,13920
01:01:06.955,2909,1074,395,3593,3110,948,945,160,2488,13904
01:01:07.005,2948,1081,400,3593,3110,935,944,161,2505,13988
01:01:07.055,2958,1091,405,3594,3110,946,943,158,2538,13925
01:01:07.105,2988,1102,410,3594,3111,947,943,159,2542,13927
01:01:07.155,3011,1111,415,3593,3111,930,942,163,2553,13919
01:01:07.205,3057,1119,420,3594,3111,930,941,163,2554,13962
01:01:07.255,3069,1119,425,3595,3110,937,940,166,2577,13906
01:01:07.305,3104,1134,430,3594,3112,935,940,166,2546,13903
01:01:07.355,3131,1147,435,3594,3112,941,939,163,2586,13931
01:01:07.405,3155,1147,440,3594,3112,925,938,168,2618,13908
01:01:07.455,3181,1157,445,3594,3112,942,938,166,2631,13887
01:01:07.505,3182,1174,450,3595,3112,938,937,169,2642,13936
01:01:07.555,3207,1186,455,3595,3111,933,936,165,2610,13952
01:01:07.605,3233,1194,460,3595,3113,932,936,170,2630,13931
01:01:07.655,3259,1196,465,3595,3112,924,935,173,2648,13890
01:01:07.705,3290,1211,470,3595,3114,921,934,168,2657,13950
01:01:07.755,3327,1224,475,3595,3114,930,934,172,2700,13926
01:01:07.805,3351,1227,480,3594,3112,923,933,172,2689,13924
01:01:07.855,3388,1241,485,3596,3113,933,932,172,2691,13970
01:01:07.905,3411,1251,490,3596,3114,930,931,175,2747,13883
01:01:07.955,3425,1256,495,3596,3114,929,931,176,2759,13974
01:01:08.005,3456,1269,500,3596,3115,934,930,175,2774,13903
01:01:08.055,3475,1280,505,3596,3115,920,929,176,2757,13924
01:01:08.105,3488,1283,510,3596,3115,921,929,177,2780,13909
01:01:08.155,3534,1287,515,3596,3115,913,928,176,2763,13931
01:01:08.205,3548,1301,520,3596,3116,921,927,179,2788,13891
01:01:08.255,3570,1312,525,3596,3115,913,926,180,2791,13938
01:01:08.305,3610,1317,530,3597,3115,928,926,179,2830,13915
01:01:08.355,3640,1326,535,3596,3117,924,925,181,2808,13894
01:01:08.405,3644,1343,540,3597,3116,920,924,182,2835,13906
01:01:08.455,3670,1349,545,3597,3116,925,924,179,2840,13918
01:01:08.505,3714,1354,550,3597,3117,908,923,185,2858,13905
01:01:08.555,3737,1371,555,3597,3117,914,922,184,2901,13925
01:01:08.605,3758,1382,560,3596,3116,919,922,185,2915,13947
01:01:08.655,3796,1389,565,3597,3118,915,921,183,2913,13866
01:01:08.705,3819,1397,570,3597,3118,908,920,183,2896,13938
01:01:08.755,3828,1408,575,3598,3117,907,920,185,2911,13964
01:01:08.805,3854,1419,580,3597,3119,916,919,187,2929,13879
01:01:08.855,3871,1422,585,3597,3118,916,918,186,2965,13947
01:01:08.905,3921,1438,590,3597,3118,902,917,190,2967,13953
01:01:08.955,3922,1437,595,3598,3119,921,917,190,2989,13947
01:01:09.005,3961,1454,600,3597,3118,917,916,189,3012,13935
01:01:09.055,3997,1464,605,3597,3118,906,915,188,2994,13958
01:01:09.105,4020,1476,610,3597,3120,900,915,192,3021,13868
01:01:09.155,4031,1481,615,3599,3120,905,914,190,3061,13954
01:01:09.205,4070,1488,620,3598,3119,913,913,194,3076,13936
01:01:09.255,4078,1503,625,3598,3121,903,912,195,3035,13900
01:01:09.305,4114,1506,630,3599,3120,912,912,196,3046,13901
01:01:09.355,4124,1516,635,3598,3120,895,911,196,3081,13930
01:01:09.405,4177,1522,640,3599,3121,896,910,197,3104,13917
01:01:09.455,4203,1533,645,3599,3121,910,910,198,3105,13861
01:01:09.505,4211,1549,650,3598,3121,902,909,196,3135,13951
01:01:09.555,4237,1549,655,3599,3122,901,908,198,3155,13867
01:01:09.605,4258,1561,660,3599,3123,902,908,197,3132,13946
01:01:09.655,4291,1575,665,3599,3121,896,907,201,3160,13915
01:01:09.705,4310,1581,670,3599,3121,897,906,199,3186,13890
01:01:09.755,4353,1595,675,3598,3122,899,906,204,3215,13928
01:01:09.805,4360,1603,680,3599,3122,902,905,205,3226,13937
01:01:09.855,4391,1614,685,3599,3122,889,904,204,3213,13921
01:01:09.905,4431,1624,690,3599,3123,892,903,204,3215,13847
01:01:09.955,4435,1632,695,3600,3122,895,903,206,3248,13853
01:01:10.005,4469,1637,700,3599,3123,899,902,203,3251,13882
01:01:10.055,4503,1647,705,3600,3123,893,901,207,3242,13890
01:01:10.105,4531,1663,710,3600,3125,896,901,204,3246,13880
01:01:10.155,4536,1671,715,3600,3125,895,900,210,3272,13901
01:01:10.205,4583,1672,720,3601,3124,900,899,207,3317,13871
01:01:10.255,4604,1691,725,3600,3124,896,898,207,3302,13888
01:01:10.305,4629,1699,730,3600,3125,890,898,207,3338,13874
01:01:10.355,4643,1704,735,3601,3125,886,897,210,3367,13911
01:01:10.405,4660,1718,740,3601,3126,881,896,209,3332,13887
01:01:10.455,4685,1721,745,3600,3126,888,896,211,3334,13855
01:01:10.505,4729,1733,750,3600,3126,889,895,211,3355,13910
01:01:10.555,4758,1736,755,3600,3127,885,894,214,3409,13843
01:01:10.605,4788,1749,760,3601,3126,886,894,217,3413,13904
01:01:10.655,4796,1760,765,3601,3127,888,893,216,3440,13863
01:01:10.705,4832,1771,770,3601,3127,894,892,216,3415,13912
01:01:10.755,4853,1775,775,3600,3127,892,892,216,3431,13859
01:01:10.805,4885,1787,780,3601,3127,890,891,220,3425,13845
01:01:10.855,4895,1793,785,3601,3128,878,890,219,3472,13915
01:01:10.905,4940,1808,790,3602,3129,882,889,220,3482,13846
01:01:10.955,4956,1820,795,3602,3127,872,889,218,3511,13913
01:01:11.005,4983,1832,800,3602,3129,883,888,221,3524,13847
01:01:11.055,5015,1832,805,3602,3128,871,887,219,3488,13862
01:01:11.105,5028,1843,810,3602,3128,879,887,224,3511,13921
01:01:11.155,5066,1852,815,3603,3129,877,886,224,3513,13879
01:01:11.205,5071,1864,820,3602,3128,884,885,221,3563,13881
01:01:11.255,5121,1871,825,3602,3130,882,884,223,3545,13923
01:01:11.305,5127,1884,830,3602,3131,874,884,223,3586,13857
01:01:11.355,5155,1889,835,3602,3130,878,883,225,3573,13848
01:01:11.405,5169,1903,840,3603,3130,877,882,228,3595,13878
01:01:11.455,5206,1905,845,3603,3130,868,882,228,3625,13875
01:01:11.505,5233,1925,850,3603,3131,873,881,229,3623,13855
01:01:11.555,5255,1923,855,3603,3131,862,880,228,3641,13886
01:01:11.605,5279,1934,860,3603,3131,862,880,230,3634,13899
01:01:11.655,5318,1943,865,3604,3131,875,879,228,3657,13895
01:01:11.705,5322,1961,870,3602,3132,864,878,229,3659,13894
01:01:11.755,5358,1967,875,3603,3132,871,878,231,3690,13841
01:01:11.805,5376,1975,880,3603,3132,858,877,231,3723,13884
01:01:11.855,5421,1985,885,3603,3133,860,876,232,3699,13847
01:01:11.905,5434,1991,890,3604,3132,873,875,235,3743,13837
01:01:11.955,5466,2009,895,3604,3132,861,875,234,3732,13880
01:01:12.005,5487,2017,900,3604,3132,855,874,238,3729,13884
01:01:12.055,5514,2026,905,3603,3134,865,873,236,3735,13840
01:01:12.105,5545,2032,910,3603,3134,856,873,238,3796,13821
01:01:12.155,5573,2044,915,3604,3133,871,872,239,3763,13896
01:01:12.205,5582,2052,920,3604,3135,860,871,238,3813,13891
01:01:12.255,5620,2057,925,3603,3133,854,870,236,3821,13871
01:01:12.305,5646,2069,930,3604,3135,851,870,242,3804,13876
01:01:12.355,5659,2077,935,3604,3135,858,869,240,3839,13871
01:01:12.405,5699,2092,940,3605,3136,868,868,242,3830,13859
01:01:12.455,5710,2103,945,3604,3134,859,868,244,3868,13824
01:01:12.505,5750,2109,950,3605,3136,858,867,244,3859,13815
01:01:12.555,5757,2120,955,3605,3135,861,866,241,3905,13882
01:01:12.605,5805,2127,960,3605,3136,860,866,242,3926,13895
01:01:12.655,5831,2138,965,3604,3136,855,865,245,3934,13860
01:01:12.705,5846,2146,970,3605,3135,848,864,245,3925,13852
01:01:12.755,5878,2151,975,3605,3137,861,863,246,3933,13869
01:01:12.805,5897,2158,980,3605,3136,860,863,250,3959,13899
01:01:12.855,5909,2175,985,3605,3138,852,862,246,3950,13863
01:01:12.905,5956,2187,990,3606,3138,842,861,251,3998,13805
01:01:12.955,5980,2186,995,3605,3138,856,861,251,3994,13834
01:01:13.005,5990,2201,1000,3606,3137,853,860,247,3994,13880
01:01:13.055,6011,2198,1000,3606,3137,859,860,252,3979,13828
01:01:13.105,6007,2199,1000,3606,3138,853,860,253,4029,13828
01:01:13.155,6012,2200,1000,3606,3139,859,860,250,3971,13865
01:01:13.205,6013,2197,1000,3606,3138,846,860,249,4026,13810
01:01:13.255,5993,2201,1000,3606,3139,851,860,252,4013,13811
01:01:13.305,5987,2195,1000,3606,3139,856,860,250,4019,13803
01:01:13.355,5995,2200,1000,3607,3140,851,860,252,3989,13893
01:01:13.405,6013,2198,1000,3607,3139,841,860,248,4026,13883
01:01:13.455,5990,2200,1000,3607,3140,844,860,251,3981,13891
01:01:13.505,6007,2204,1000,3607,3139,853,860,251,4026,13824
01:01:13.555,5990,2201,1000,3607,3141,851,860,249,4015,13810
01:01:13.605,6009,2197,1000,3607,3140,846,860,249,3972,13827
01:01:13.655,6006,2196,1000,3607,3140,852,860,253,3971,13881
01:01:13.705,6007,2200,1000,3608,3140,847,860,252,4029,13841
01:01:13.755,5998,2201,1000,3607,3142,850,860,253,4004,13896
01:01:13.805,6014,2201,1000,3607,3141,850,860,252,3985,13857
01:01:13.855,5988,2201,1000,3608,3142,852,860,250,4025,13841
01:01:13.905,5994,2203,1000,3607,3142,849,860,251,4013,13839
01:01:13.955,5994,2199,1000,3608,3142,842,860,251,4029,13858
01:01:14.005,5990,2198,1000,3608,3141,844,860,251,4014,13833
01:01:14.055,5993,2202,1000,3608,3143,859,860,253,3976,13820
01:01:14.105,5996,2201,1000,3608,3142,850,860,253,3978,13871
01:01:14.155,5993,2196,1000,3608,3144,850,860,251,4021,13847
01:01:14.205,5994,2200,1000,3608,3144,844,860,249,4017,13845
01:01:14.255,6004,2202,1000,3608,3143,843,860,247,3976,13837
01:01:14.305,5989,2203,1000,3608,3144,857,860,250,3976,13889
01:01:14.355,6006,2196,1000,3609,3143,840,860,247,3981,13818
01:01:14.405,5999,2204,1000,3608,3145,850,860,252,3973,13864
01:01:14.455,6004,2203,1000,3609,3144,855,860,253,3989,13820
01:01:14.505,5987,2204,1000,3609,3144,846,860,250,3997,13869
01:01:14.555,6014,2206,1000,3609,3145,845,860,252,4027,13849
01:01:14.605,6009,2195,1000,3609,3145,844,860,249,4020,13882
01:01:14.655,5999,2198,1000,3609,3146,852,860,251,3971,13887
01:01:14.705,5994,2195,1000,3609,3146,842,860,248,4025,13825
01:01:14.755,6002,2199,1000,3609,3145,843,860,252,4006,13874
01:01:14.805,6000,2196,1000,3609,3147,858,860,250,3986,13889
01:01:14.855,5993,2199,1000,3610,3147,856,860,252,4013,13805
01:01:14.905,6014,2203,1000,3609,3147,848,860,251,3982,13851
01:01:14.955,5992,2196,1000,3610,3148,857,860,248,3976,13821
01:01:15.005,5989,2195,1000,3609,3148,840,860,247,3982,13836
01:01:15.055,6004,2205,1000,3609,3148,853,860,252,4027,13848
01:01:15.105,5992,2205,1000,3609,3147,845,860,250,3994,13856
01:01:15.155,6001,2197,1000,3610,3148,850,860,250,4011,13821
01:01:15.205,6014,2200,1000,3610,3148,846,860,248,3990,13853
01:01:15.255,6006,2200,1000,3610,3147,849,860,251,4014,13892
01:01:15.305,6012,2197,1000,3611,3148,846,860,248,3998,13886
01:01:15.355,6009,2195,1000,3610,3148,849,860,250,3975,13845
01:01:15.405,6004,2203,1000,3610,3149,843,860,248,4017,13854
01:01:15.455,5994,2198,1000,3610,3150,858,860,251,4005,13897
01:01:15.505,5988,2197,1000,3610,3150,845,860,253,3974,13843
01:01:15.555,6000,2205,1000,3611,3151,849,860,251,4004,13819
01:01:15.605,6010,2195,1000,3610,3151,858,860,248,3997,13835
01:01:15.655,6006,2204,1000,3611,3151,854,860,248,4028,13816
01:01:15.705,5992,2201,1000,3611,3151,841,860,251,3975,13897
01:01:15.755,6014,2202,1000,3611,3150,848,860,250,4015,13807
01:01:15.805,5999,2201,1000,3611,3151,856,860,253,3977,13852
01:01:15.855,5988,2198,1000,3612,3151,846,860,252,4004,13829
01:01:15.905,6011,2205,1000,3611,3152,850,860,252,3979,13801
01:01:15.955,5986,2205,1000,3611,3152,858,860,248,4018,13816
